mos_id,dms_id,c_lote_origen,c_lote_destino,f_movimiento
1471122,1,31122050002001,43323030062001,2023-03-17 20:01:00
1471125,1,31122050002001,43323030063001,2023-03-17 10:00:00
1471158,1,31122050002001,43123030183001,2023-03-18 15:00:00
1471170,1,31122050002001,43323030062001,2023-03-18 06:00:00
1471171,1,31122050002001,43323030067001,2023-03-18 06:00:00
1471188,1,44623030007001,43123030182001,2023-03-18 23:05:00
1471372,1,28200001471001,28200001469001,2023-03-18 20:00:01
1471374,1,28100001472001,28100001467001,2023-03-17 13:00:01
1471503,1,43323030015001,43123030226001,2023-03-19 22:00:00
1471553,1,43122090034001,43123030138001,2023-03-09 13:45:00
1471554,1,43122090034001,30022080214001,2023-03-09 13:45:00
1471913,1,28100001459008,28200001455002,2023-03-13 14:30:00
1471920,1,28100001459008,46023030032001,2023-03-13 15:30:00
1470955,1,43323030023001,43223010034001,2023-03-21 22:00:00
1470959,1,43122090219001,43123030153001,2023-03-22 11:40:00
1470959,1,43123020023001,43123030153001,2023-03-22 11:40:00
1470961,1,43122090219001,43123030154001,2023-03-22 15:45:00
1470961,1,43123020023001,43123030154001,2023-03-22 15:45:00
1471236,1,31122050002001,43323030067001,2023-03-21 01:00:00
1471343,1,31122050002001,43323030062001,2023-03-21 21:00:00
1471345,1,31122050002001,43323030062001,2023-03-22 17:00:00
1471353,1,30023030006001,43123030200001,2023-03-23 15:20:00
1471353,1,30023030007001,43123030200001,2023-03-23 15:20:00
1471353,1,44023030008001,43123030200001,2023-03-23 15:20:00
1471443,1,30022120016001,43123030216001,2023-03-24 10:00:00
1471444,1,30022120016001,43123030217001,2023-03-24 10:00:00
1471445,1,30022120016001,43123030218001,2023-03-24 10:00:00
1471490,1,44623030007001,43123030220001,2023-03-24 20:00:00
1471490,1,31122050002001,43123030220001,2023-03-24 20:00:00
1471493,1,44023030031001,43123030223001,2023-03-25 23:30:00
1471494,1,43123030223001,43123030221001,2023-03-25 23:55:00
1471524,1,43123030154001,43323030079001,2023-03-25 17:50:00
1471526,1,43123030153001,43323030080001,2023-03-26 04:00:00
1471527,1,43123030153001,46023030025001,2023-03-26 04:05:00
1471532,1,31122050002001,43323030035001,2023-03-22 20:00:00
1471569,1,43123020023001,43122090219001,2023-03-25 16:30:00
1471592,1,28000001476001,44523030033001,2023-03-31 10:21:01
1471595,1,43323030004001,43123020023001,2023-03-24 20:00:00
1471658,1,28000001480001,28000001464001,2023-03-21 19:00:01
1471673,1,44023030036001,43123030253001,2023-03-23 17:30:00
1471675,1,31122050002001,43323030088001,2023-03-23 18:00:00
1471681,1,31122050002001,43323030093001,2023-03-24 23:18:00
1471687,1,31122050002001,43323030093001,2023-03-24 23:26:00
1471691,1,31122050002001,43323030093001,2023-03-24 23:30:00
1471694,1,31122050002001,43323030098001,2023-03-24 23:36:00
1471715,1,31122050002001,43323030098001,2023-03-25 13:00:00
1471718,1,31122050002001,43323030100001,2023-03-26 08:00:00
1471721,1,31122050002001,43323030100001,2023-03-26 12:00:00
1471724,1,31122050002001,43323030100001,2023-03-27 08:00:00
1471733,1,44623030007001,43123030220001,2023-03-28 11:30:00
1471782,1,31122050002001,43323030103001,2023-03-28 08:00:00
1471785,1,31122050002001,43323030103001,2023-03-29 07:50:00
1471791,1,31122050002001,43323030106001,2023-03-30 03:30:00
1471797,1,43123030253001,44023030035001,2023-03-23 18:00:00
1471880,1,30022080221001,30022080214001,2023-03-27 00:00:00
1471883,1,30022080221001,43123020151001,2023-03-28 00:00:00
1471884,1,30022080229001,30022080222001,2023-03-28 00:00:00
1471885,1,43121120163001,43123030277001,2023-03-29 18:00:00
1471885,1,43223020023001,43123030277001,2023-03-29 18:00:00
1471896,1,31122050002001,28100001484001,2023-03-28 04:00:00
1471898,1,31122050002001,43123030281001,2023-03-28 06:00:00
1471930,1,28100001485005,28100001483001,2023-03-26 10:00:00
1471948,1,44023030023001,44623030007001,2023-03-28 16:30:00
1471948,1,44023030030001,44623030007001,2023-03-28 16:30:00
1471949,1,44623030007001,30023030036001,2023-03-28 16:31:00
1471964,1,44023030017001,43323030085001,2023-03-30 22:00:00
1471982,1,28000001488001,44523030041001,2023-03-31 18:37:01
1471983,1,31122050002001,43323030117001,2023-03-30 03:30:00
1472015,1,44023030040001,43123030200001,2023-03-31 02:00:00
1472030,1,30020070068001,43123030309001,2023-03-29 12:00:00
1472049,1,43223020023001,46023030032001,2023-03-29 19:00:00
1472049,1,43121120163001,46023030032001,2023-03-29 19:00:00
1472135,1,31122050002001,43323030117001,2023-03-31 18:00:00
1472136,1,31122050002001,43323030098001,2023-03-31 18:00:00
1472142,1,43222120008001,43123030322001,2023-03-31 11:30:00
1472152,1,43222120008001,43123030324001,2023-03-31 12:30:00
1472163,1,31122050002001,43323030098001,2023-03-31 23:00:00
1472164,1,31122050002001,43323030130001,2023-03-31 23:30:00
1472239,1,30022080059001,43222120031001,2023-03-31 23:50:00
1472318,1,43123030281001,28100001500001,2023-03-31 19:30:00
1472320,1,31122050002001,28000001490001,2023-03-31 20:00:00
1472326,1,30022080242001,43123030322001,2023-03-31 12:00:00
1472337,1,43222120008001,43123030356001,2023-03-27 14:30:00
1472343,1,43223010008001,30021120046001,2023-03-31 22:00:00
1472351,1,43123010038001,30021120046001,2023-03-31 23:00:00
1472367,1,43123010038001,43323020039001,2023-03-31 22:00:00
1472367,1,43223010008001,43323020039001,2023-03-31 22:00:00
1472381,1,44023030044001,43123030200001,2023-04-03 17:45:00
1472390,1,30023030036001,30023030037001,2023-04-03 16:25:00
1472398,1,28100001500005,30023030040001,2023-04-04 19:00:00
1472443,1,13022080239001,43323040004001,2023-04-04 15:00:00
1472443,1,13022080243001,43323040004001,2023-04-04 15:00:00
1472443,1,13022080240001,43323040004001,2023-04-04 15:00:00
1472443,1,13022080241001,43323040004001,2023-04-04 15:00:00
1472443,1,13022080241002,43323040004001,2023-04-04 15:00:00
1472443,1,13022080242001,43323040004001,2023-04-04 15:00:00
1472443,1,13022080244001,43323040004001,2023-04-04 15:00:00
1472443,1,13022080245001,43323040004001,2023-04-04 15:00:00
1472453,1,30023030036001,43123030220001,2023-04-03 23:00:00
1472461,1,43123030281001,28100001500004,2023-04-02 07:30:00
1472462,1,43123030281001,28100001500003,2023-04-02 07:30:00
1472502,1,43123010038001,30022100046001,2023-04-05 01:45:00
1472633,1,43323030015001,30023030041001,2023-04-06 22:30:00
1472635,1,31122050002001,43323030130001,2023-04-04 10:00:00
1472636,1,31122050002001,43323030130001,2023-04-05 03:30:00
1472643,1,31122050002001,43323030130001,2023-04-05 22:33:00
1472648,1,31122050002001,43323030130001,2023-04-06 08:00:00
1472651,1,31122050002001,43323040019001,2023-04-06 04:30:00
1472656,1,31122050002001,43323040019001,2023-04-06 22:00:00
1472662,1,31122050002001,43323040019001,2023-04-07 08:00:00
1472669,1,31122050002001,43323040019001,2023-04-07 16:30:00
1472697,1,31122050002001,43323040019001,2023-04-07 22:00:00
1472715,1,31122050002001,43323040019001,2023-04-08 11:00:00
1472733,1,44023030046001,43123040056001,2023-04-08 06:30:00
1472733,1,44023030017001,43123040056001,2023-04-08 06:30:00
1472733,1,44023030047001,43123040056001,2023-04-08 06:30:00
1472751,1,28100001515006,30023030040001,2023-04-07 10:00:00
1472767,1,28100001500005,30023040012001,2023-04-10 23:30:00
1472870,1,44623040002001,43123040055001,2023-04-10 15:00:00
1472924,1,31122050002001,43323040019001,2023-04-11 09:00:00
1472942,1,44623040002001,43123040055001,2023-04-11 16:15:00
1473027,1,44023040001001,43123030200001,2023-04-12 17:30:00
1473032,1,31122050002001,43323040036001,2023-04-11 21:30:00
1473038,1,31122050002001,43323040036001,2023-04-12 16:00:00
1473204,1,31122050002001,43323040036001,2023-04-13 13:00:00
1473230,1,44623040002001,43123040082001,2023-04-12 16:30:00
1473248,1,44623040002001,43123040094001,2023-04-13 16:00:00
1473251,1,31122050002001,43323040036001,2023-04-13 16:00:00
1473273,1,31122050002001,43323040036001,2023-04-13 23:00:00
1473275,1,44623040002001,43123040082001,2023-04-13 23:30:00
1473315,1,31122050002001,43323040036001,2023-04-14 23:50:00
1473332,1,31122050002001,43323030130001,2023-04-14 11:00:00
1473382,1,28200001527001,30023040020001,2023-04-15 16:01:00
1473383,1,28000001528001,30023040021001,2023-04-14 14:01:00
1473384,1,28100001526006,28100001515009,2023-04-15 09:00:00
1473392,1,31122050002001,28000001525001,2023-04-15 21:10:00
1473395,1,31122050002001,28100001526001,2023-04-15 21:10:00
1473422,1,31122050002001,43323030130001,2023-04-14 20:20:00
1473425,1,31122050002001,43323030130001,2023-04-14 21:00:00
1473487,1,43323030079001,43223010034001,2023-04-14 23:30:00
1473516,1,31122050002001,43323030130001,2023-04-15 01:30:00
1473522,1,28200001504001,43123040174001,2023-04-14 23:20:00
1473534,1,31122050002001,43323040076001,2023-04-15 19:00:00
1473540,1,31122050002001,43323040076001,2023-04-16 06:00:00
1473541,1,31122050002001,43323040079001,2023-04-16 06:00:00
1473544,1,44623040002001,43123040177001,2023-04-17 12:40:00
1473547,1,43323040079001,43223040001001,2023-04-16 12:00:00
1473619,1,31122050002001,43323030130001,2023-04-15 23:00:00
1473624,1,44023040014001,44623040008001,2023-04-18 04:10:00
1473625,1,44023040014001,31123040002001,2023-04-18 04:10:00
1473629,1,43322050097001,43123040174001,2023-04-17 14:00:00
1473630,1,43123040174001,30023040028001,2023-04-17 15:00:00
1473634,1,31122050002001,43123040176001,2023-04-17 13:00:00
1473736,1,43322050097001,43323030130001,2023-04-18 10:35:00
1473740,1,31122050002001,43323030130001,2023-04-18 11:00:00
1473760,1,31122050002001,43323040101001,2023-04-19 13:05:00
1473815,1,31122050002001,43323040101001,2023-04-19 08:00:00
1473902,1,44023040025001,43123040077001,2023-04-19 23:51:00
1473902,1,44023040031001,43123040077001,2023-04-19 23:51:00
1473903,1,44023040031001,44023040029001,2023-04-19 23:55:00
1473936,1,31122050002001,43323040101001,2023-04-20 08:10:00
1473956,1,31122050002001,43323040101001,2023-04-20 10:00:00
1473969,1,28000001537001,28000001535001,2023-04-20 08:30:01
1473980,1,43122110211001,43123040238001,2023-04-20 08:00:00
1474010,1,28100001500005,28100001531001,2023-04-15 10:00:00
1474011,1,28100001500005,28100001531002,2023-04-15 10:00:00
1474068,1,28200001542001,28200001541002,2023-04-20 09:00:01
1474070,1,28200001543001,44523040037001,2023-04-20 09:30:01
1474070,2,28200001543001,28200001541002,2023-04-20 09:30:01
1474106,1,31122050002001,43323040101001,2023-04-21 22:40:00
1474121,1,31122050002001,43323040101001,2023-04-21 22:45:00
1474122,1,31122050002001,43323040139001,2023-04-21 22:45:00
1474124,1,31122050002001,43323040139001,2023-04-21 22:40:00
1474140,1,28000001544001,44523040040001,2023-04-01 13:34:01
1474165,1,31122050002001,43323040146001,2023-04-21 23:45:00
1474171,1,31122050002001,43323040146001,2023-04-22 21:00:00
1474176,1,31122050002001,43323040146001,2023-04-22 23:20:00
1474195,1,31122050002001,30022080081001,2023-04-21 21:00:00
1474199,1,31122050002001,30022080081001,2023-04-21 21:00:00
1474207,1,43323040101001,43123040274001,2023-04-22 00:00:00
1474284,1,43322050097001,43323040158001,2023-04-23 17:02:00
1474294,1,31122050002001,43323040158001,2023-04-22 23:56:00
1474296,1,43322050097001,43323040019001,2023-04-23 13:00:00
1474562,1,43123030281001,43123040286001,2023-04-25 20:00:00
1474584,1,30022100027001,43123040329001,2023-04-25 09:00:00
1474591,1,43123040329001,43323040184001,2023-04-27 04:50:00
1474937,1,28100001557003,28100001554001,2023-04-28 09:30:00
1474939,1,28100001557003,28200001555001,2023-04-28 09:30:00
1475035,1,28200001558001,28200001549001,2023-04-30 15:01:00
1475037,1,28200001558001,43323040088001,2023-04-30 15:05:00
1475085,1,28200001545001,43123040301001,2023-04-30 18:00:00
1475211,1,28200001548001,44023040053001,2023-05-03 15:00:00
1475212,1,28200001546001,43123040301001,2023-05-03 15:00:00
1475240,1,43223020023001,43223010034001,2023-05-03 13:20:00
1475399,1,30022080076001,43123050032001,2023-05-03 11:52:00
1475400,1,30022080076001,43123050033001,2023-05-03 14:30:00
1475403,1,30022080076001,46023040054001,2023-05-03 14:35:00
1475699,1,43323030015001,43123050064001,2023-05-05 13:00:00
1475704,1,13022080471001,43323050036001,2023-05-08 20:00:00
1475704,1,13022080471002,43323050036001,2023-05-08 20:00:00
1475704,1,13022080472001,43323050036001,2023-05-08 20:00:00
1475704,1,13022080472002,43323050036001,2023-05-08 20:00:00
1475704,1,13022080472003,43323050036001,2023-05-08 20:00:00
1475704,1,13022080473001,43323050036001,2023-05-08 20:00:00
1475704,1,13022080473002,43323050036001,2023-05-08 20:00:00
1475704,1,13022080474001,43323050036001,2023-05-08 20:00:00
1475704,1,13022080474002,43323050036001,2023-05-08 20:00:00
1475704,1,13022080474003,43323050036001,2023-05-08 20:00:00
1475704,1,13022080474004,43323050036001,2023-05-08 20:00:00
1475766,1,43122120164001,43123050076001,2023-05-09 14:38:00
1475771,1,43122120164001,46023040054001,2023-05-09 16:00:00
1476057,1,28200001562001,43323050011001,2023-05-06 18:00:00
1476059,1,28200001562001,43323050040001,2023-05-06 18:05:00
1476084,1,44023050018001,44023050015001,2023-05-09 17:00:00
1476143,1,44023050020001,44023050018001,2023-05-10 11:00:00
1476210,1,44623050008001,43123050159001,2023-05-10 05:00:00
1476296,1,43123050076001,43323050065001,2023-05-13 21:00:00
1476337,1,44023050015001,43123050177001,2023-05-11 16:00:00
1476337,1,44023050018001,43123050177001,2023-05-11 16:00:00
1476337,1,44023050020001,43123050177001,2023-05-11 16:00:00
1476444,1,30022080134001,30022080180001,2023-05-17 10:45:00
1476445,1,30022080134001,30022080191001,2023-05-17 10:45:00
1476589,1,43323050065001,43123030108001,2023-05-19 10:20:00
1476601,1,44023050010001,43123040417001,2023-05-12 12:00:00
1476636,1,43122120164001,30023050019001,2023-05-17 09:00:00
1476648,1,30023050019001,43323050093001,2023-05-20 14:00:00
1477308,1,43323050093001,30023050024001,2023-05-26 21:40:00
1477365,1,44023050046001,43123050324001,2023-05-25 03:00:00
1477491,1,44023050047001,43123050296001,2023-05-25 22:40:00
1477533,1,44023050049001,44023050047001,2023-05-26 19:03:00
1477622,1,44023050052001,44023050049001,2023-05-27 01:36:00
1477662,1,44623050040001,44623050045001,2023-05-30 16:16:00
1478180,1,44023060005001,44023050057001,2023-06-03 23:32:00
1478223,1,44023050052001,43123060073001,2023-06-05 17:20:00
1478223,1,44023060005001,43123060073001,2023-06-05 17:20:00
1478233,1,44623050045001,44623050055001,2023-06-05 09:00:00
1478234,1,44623050055001,30023060009001,2023-06-05 09:01:00
1478312,1,44023060003001,43123050385001,2023-06-07 17:30:00
1479167,1,44623060012001,44623060020001,2023-06-29 01:30:00
1479270,1,44023060015001,43123060209001,2023-06-30 18:00:00
1479275,1,44623060028001,43123060269001,2023-06-30 21:00:00
1479460,1,44623060025001,43123070036001,2023-07-05 18:59:00
1479924,1,44623070008001,43123070110001,2023-07-12 19:30:00
1480011,1,43122040133001,43323070018001,2023-07-19 16:00:00
1480012,1,43122040133001,46023040014001,2023-07-19 16:05:00
1480014,1,44623070011001,30023070012001,2023-07-13 17:35:00
1480015,1,44623070011001,30023070011001,2023-07-13 17:35:00
1480016,1,44623070011001,43123070139001,2023-07-13 17:38:00
1480127,1,44023060027001,43123070024001,2023-07-18 17:00:00
1480241,1,43323070018001,43223070039001,2023-07-25 11:00:00
1480243,1,43323070018001,46023050013001,2023-07-25 11:35:00
1480269,1,30022080137001,43222120032001,2023-07-25 16:30:00
1480278,1,43323070018001,43223070040001,2023-07-26 14:30:00
1480311,1,44023060027001,43123070142001,2023-07-25 18:00:00
1480384,1,44023070013001,43123070024001,2023-07-24 20:20:00
1480392,1,44023070013001,44023060027001,2023-07-25 18:01:00
1480460,1,44023060027001,30023070018001,2023-07-25 23:00:00
1480521,1,43122040133001,30022080214001,2023-07-19 14:05:00
1480522,1,43122040133001,30022080213001,2023-07-19 14:10:00
1480590,1,30022080214001,43323070029001,2023-07-31 14:00:00
1480591,1,30022080214001,30020100006001,2023-07-31 18:00:00
1480690,1,43223070040001,43223070057001,2023-07-27 17:00:00
1480692,1,43223070057001,43223070039001,2023-07-28 10:30:00
1480701,1,44023070022001,44823070061001,2023-07-28 16:00:00
1480740,1,43123060269001,43123070258001,2023-07-31 15:00:00
1480741,1,43123060269001,43123070253001,2023-07-31 23:56:00
1480743,1,44023060027001,44023070002001,2023-07-31 23:00:00
1480744,1,44023060027001,44823070061001,2023-07-31 23:00:00
1480836,1,30022080064001,43222120002001,2023-08-03 20:30:00
1481012,1,44823070061001,43123080052001,2023-08-03 19:40:00
1481046,1,44623070008001,30023080004001,2023-08-03 21:40:00
1481100,1,44023080005001,43123040077001,2023-08-07 23:31:00
1481166,1,44023060027001,44023070002001,2023-08-08 23:50:00
1481437,1,30022080137001,43222120032001,2023-08-16 14:30:00
1481439,1,30022080137001,43123060261001,2023-08-16 14:30:00
1481483,1,44023080017001,44023080001001,2023-08-11 20:01:00
1481572,1,44023080019001,44023070024001,2023-08-17 02:15:00
1481614,1,44623080018001,30023080016001,2023-08-18 02:00:00
1481790,1,44623080018001,44623070008001,2023-08-22 14:20:00
1482035,1,44023060023001,43323080040001,2023-08-24 16:00:00
1482155,1,44023080027001,43123080269001,2023-08-29 09:00:00
1482291,1,44023080027001,44023070002001,2023-08-30 18:03:00
1482384,1,44023080017001,44023080001001,2023-09-02 03:00:00
1482655,1,44023080027001,44023070002001,2023-09-05 20:00:00
1482931,1,44023090006001,43123090109001,2023-09-13 02:30:00
1482931,1,44023090009001,43123090109001,2023-09-13 02:30:00
1483220,1,13022080540001,43323090017001,2023-09-26 18:00:00
1483220,1,13022080543001,43323090017001,2023-09-26 18:00:00
1483220,1,13022080541001,43323090017001,2023-09-26 18:00:00
1483220,1,13022080542001,43323090017001,2023-09-26 18:00:00
1483220,1,13022080544001,43323090017001,2023-09-26 18:00:00
1483220,1,13022080545001,43323090017001,2023-09-26 18:00:00
1483264,1,44623090012001,43123090172001,2023-09-20 19:03:00
1483283,1,44623090012001,44623080021001,2023-09-21 15:30:00
1483300,1,44023090014001,44823090028001,2023-09-22 22:00:00
1483366,1,44623090015001,43123090189001,2023-09-26 09:00:00
1483368,1,44623090013001,43123090190001,2023-09-26 09:00:00
1483473,1,43123090190001,43123060073001,2023-09-29 18:00:00
1483474,1,43123090190001,43123050385001,2023-09-29 18:00:00
1483508,1,44623090017001,30023090009001,2023-10-02 16:56:00
1484219,1,30022080085001,43123100106001,2023-10-18 18:00:00
1484341,1,44623100010001,44623080021001,2023-10-13 19:28:00
1484405,1,30022080085001,43323090011001,2023-10-19 13:00:00
1484706,1,44623100003001,30023070012001,2023-10-26 23:00:00
1484713,1,44623100003001,43123100187001,2023-10-25 22:30:00
1484713,1,44623090017001,43123100187001,2023-10-25 22:30:00
1484863,1,43122020096001,43123100105001,2023-10-25 09:00:00
1484882,1,44623090017001,43123100187001,2023-10-26 20:00:00
1484900,1,44023100021001,44023100018001,2023-10-30 13:30:00
1485660,1,44623100003001,44623100024001,2023-11-09 19:44:00
1485718,1,44623100024001,43123110066001,2023-11-11 18:00:00
1485759,1,44623110022001,44623110001001,2023-11-13 21:31:00
1486501,1,44023110024001,43123110183001,2023-11-27 13:30:00
1486501,1,44023110035001,43123110183001,2023-11-27 13:30:00
1486673,1,44623110030001,43123110214001,2023-11-30 14:30:00
1486683,1,44623110050001,44623110004001,2023-11-30 12:00:00
1486683,1,44623110047001,44623110004001,2023-11-30 12:00:00
1486779,1,44623110022001,30023110011001,2023-11-30 18:00:00
1486929,1,44623110030001,30023120002001,2023-12-01 21:25:00
1486932,1,44623110030001,44823120002001,2023-12-04 15:02:00
1486947,1,44023110040001,30023110011001,2023-12-05 08:00:00
1486948,1,44023110040001,44023110010001,2023-12-05 08:00:00
1486949,1,44023110017001,44023110040001,2023-12-06 00:10:00
1486999,1,44023110041001,44023100022001,2023-12-06 01:30:00
1487038,1,43123090109001,43123120030001,2023-12-06 13:40:00
1487038,1,44623100017001,43123120030001,2023-12-06 13:40:00
1487117,1,44023110031001,43123120053001,2023-12-07 08:00:00
1487143,1,43122020096001,43123120022001,2023-12-07 09:00:00
1487158,1,43122020096001,43123120020001,2023-12-12 09:00:00
1487382,1,44623120004001,43123120087001,2023-12-13 11:45:00
1487400,1,44623120004001,44823120019001,2023-12-13 22:50:00
1487465,1,44623120004001,44823120019001,2023-12-14 13:18:00
1487727,1,43123090109001,44023120012001,2023-12-19 11:10:00
1487735,1,43123090109001,44023120016001,2023-12-20 13:40:00
1487806,1,44023120018001,43123120156001,2023-12-21 23:30:00
1487806,1,44023120019001,43123120156001,2023-12-21 23:30:00
1487919,1,44023120016001,30023120007001,2023-12-27 04:00:00
1487920,1,44023120016001,30023120008001,2023-12-27 04:20:00
1487953,1,44023120022001,43123120156001,2023-12-27 16:30:00
1487953,1,44023120023001,43123120156001,2023-12-27 16:30:00
1487953,1,44023120024001,43123120156001,2023-12-27 16:30:00
1487975,1,44023110041001,43123120191001,2023-12-27 12:00:00
1488002,1,44023120012001,43223120023001,2023-12-27 00:40:00
1488003,1,44023120012001,46023110019001,2023-12-27 00:45:00
1488065,1,44023100014001,30023120012001,2023-12-28 16:00:00
1488077,1,44623120021001,43124010001001,2024-01-03 11:20:00
1488104,1,44623120021001,43124010003001,2024-01-04 10:00:00
1488487,1,30023120008001,44023120011001,2024-01-08 12:20:00
1488554,1,44023110041001,30023120012001,2024-01-11 09:50:00
1488555,1,30023120012001,30024010008001,2024-01-11 09:51:00
1488607,1,30023110011001,43123120156001,2024-01-12 01:00:00
1488765,1,44023110005001,30024010008001,2024-01-17 12:00:00
1488842,1,44623120010001,44623110044001,2024-01-17 14:30:00
1488908,1,44024010010001,44024010009001,2024-01-19 00:05:00
1489632,1,31122050004001,43124020005001,2024-02-01 13:00:00
1489673,1,44024020001001,44023120008001,2024-02-02 11:00:00
1489792,1,44024020001001,43124020030001,2024-02-08 18:00:00
1490253,1,43123030309001,31122050004001,2024-02-13 14:40:00
1490353,1,30022080215001,43324020013001,2024-02-19 18:00:00
1490358,1,44024010022001,30024020011001,2024-02-19 18:00:00
1490386,1,30022080215001,46023110019001,2024-02-21 14:40:00
1490419,1,44023110013001,44023110040001,2024-02-20 03:15:00
1490420,1,44023110013001,30024020011001,2024-02-20 03:15:00
1490481,1,44024020012001,43124020130001,2024-02-20 22:16:00
1490519,1,44024010001001,43124020131001,2024-02-21 20:00:00
1490631,1,44024020015001,43223070012001,2024-02-22 14:10:00
1490632,1,44024020015001,30023060005001,2024-02-22 14:25:00
1490633,1,44024020015001,43124020174001,2024-02-22 14:30:00
1490818,1,44024020017001,43124020206001,2024-02-26 18:00:00
1490818,1,44024020021001,43124020206001,2024-02-26 18:00:00
1490956,1,44024020022001,44024010013001,2024-02-27 13:00:00
1490973,1,44024020026001,43124020240001,2024-02-29 16:55:00
1490973,1,31122050004001,43124020240001,2024-02-29 16:55:00
1491074,1,30022080215001,43124010054001,2024-02-29 09:00:00
1491075,1,30022080215001,43121050269001,2024-02-29 09:10:00
1491094,1,43123030309001,43124020240001,2024-03-01 13:00:00
1491167,1,44024020026001,43124020235001,2024-03-05 07:00:00
1491233,1,44024030001001,43124020065001,2024-03-05 15:30:00
1491243,1,43124020240001,43124030026001,2024-03-06 10:40:00
1491249,1,44024030003001,30024030003001,2024-03-06 20:50:00
1491274,1,44023110040001,30024020023001,2024-03-06 04:01:00
1491321,1,43124020240001,44824030008001,2024-03-08 21:57:00
